Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
MessageControl,-1,-1,-1,-1,"Company Description

MessageControl is a cybersecurity start-up in Chicago providing human layer email and messaging security. Our innovative technology protects users from phishing, spoofing, fraud, business email compromise (BEC), and other types of attacks.

Job Description

As a Data Scientist at MessageControl you’ll be building intelligent products to protect people from sophisticated email attacks. In this position, your data science expertise will help us build new features and improve our existing security products. Our transparent and collaborative culture means we work both independently and together as a team on projects in an agile environment.

What you bring to the team:
Partner with stakeholders across the organization to identify high-impact opportunities to use our data to further our innovative product strategy.
Build complex predictive models using Machine Learning and Deep Learning algorithms to substantially improve our email security tools.
Assess the potential usefulness and validity of new ML and DL approaches and data sources.
Develop proof-of-concept prototypes to prove out hypotheses.
Manage experience with data, including complex queries, exploratory data analysis, data visualization, advanced modeling and communication of applicable insights to audiences at varying levels of technical sophistication.
Help drive our data science culture and strategy.
Qualifications

Desirable Skills and Experience:
Must have at least 3 years of professional experience outside of academic or internship settings. Prior research, data science modeling and taking machine learning features to market.
Outstanding quantitative background (e.g. statistics, math, machine learning, operations research, etc.): Bachelors degree required, masters is a plus.
Familiarity with technical tools for analysis - Python (with Pandas, Scikit-learn, etc.), SQL, etc. Prior experience using natural language processing techniques is a plus.
Previous software development experience is required, including usage of version control systems such as git and writing tests
Research mindset with a bias towards action. You are able to structure a project from idea to experimentation to prototype to implementation.
Must be a passionate and attentive self-starter, a great communicator, and possess the ability to follow-through initiatives to completion. You have a great work ethic and love the responsibility of being held accountable for the results.
Additional Information

Perks/Benefits:
Direct access to senior management – our leadership team works alongside our team members every day.
Comprehensive medical, dental, and vision insurance.
Company paid life insurance, short term disability and long term disability.
Flexible paid time off (PTO) policy, plus sick days.
Ongoing professional development opportunities by level and function.
Your choice of Windows or Mac laptop.
Onsite gym.
Casual dress in a fun, friendly and collaborative work environment.
The ability to have significant impact every day.
Location:
Thisposition is onsite at our office in the Chicago Loop. We're not offering remote employment at this time.",Data Scientist,"Chicago, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Noom
4.5",-1,-1,-1,-1,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.

We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.

What You’ll Like About Us
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.
We are a data-driven company through and through.
We’re a respectful, diverse, and dynamic environment in which Engineering is a first-class citizen, and where you’ll be able to work on a variety of interesting problems that affect the lives of real people.
We offer a generous budget for personal development expenses like training courses, conferences, and books.
You’ll get three weeks’ paid vacation and a flexible work policy that is remote- and family-friendly (about 50% of our engineering team is fully remote). We worry about results, not time spent in seats.
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You
You have 4+ years of experience as a Data Scientist in a similarly-sized organization, with a proven record of analysis and research that positively impacts your team.
You have a superior knowledge of statistical analysis methods, such as input selection, logistic and standard regression, random forests, etc.
You have extensive experience with pandas, numpy, and sklearn. Experience with deep learning frameworks (TensorFlow, Keras, PyTorch, or similar) is a plus
You are capable of working with engineers to build an actual production system that uses machine learning and artificial intelligence. We don’t expect you to write production-quality code, but you should have some programming experience.
You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
You possess excellent SQL/relational algebra skills, ideally with at least a basic knowledge of how different types of databases (e.g.: column vs row storage) work.
You possess excellent communication skills and the ability to clearly communicate technical concepts to a non-technical audience.",Sr Data Scientist (Remote OR NYC) (REMOTE),"Chicago, IL",4.5,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Reliable Software Resources
4.0",-1,-1,-1,-1,"Hi, Hope you are doing good. please find the below requirement and let me know if you are interested. Tittle Data Scientist with Python Location Chicago, IL Duration Long term Data engineering services required Build data products and processes alongside the core engineering and technology team Collaborate with senior data scientists to curate, wrangle, and prepare data for use in their advanced analytical models Integrate data from a variety of sources, assuring that they adhere to data quality and accessibility standards Modify and improve data engineering processes to handle ever larger, more complex, and more types of data sources and pipelines Use Hadoop architecture and HDFS commands to design and optimize data queries at scale Evaluate and experiment with novel data engineering tools and advises information technology leads and partners about new capabilities to determine optimal solutions for particular technical problems or designated use cases Big data engineering skills 5+ years of hands-on experience in one or more modern Object-Oriented Programming languages (Java, Scala, Python) including the ability to code in more than one programming language. 5+ years of hands-on experience applying principles, best practices, and trade-offs of schema design to different database systems, including relational (Oracle, MSSQL, Postgres, MySQL) and NoSQL (HBase, Cassandra, MongoDB) 2+ years of hands-on experience implementing batch and real-time data integration frameworks andor applications in private or public cloud environments (AWS, Azure, GCP, etc.) using various technologies (Hadoop, Spark, Impala, etc.), including assessing performance, debugging, and fine-tuning those systems Deep understanding of the latest data science and data engineering methods and processes to develop impactful and reusable patterns and abstractions from enterprise-level data assets 3+ years of hands-on experience in all phases of data modeling from conceptualization to database optimization Demonstrated ability to perform the engineering necessary to acquire, ingest, cleanse, integrate, and structure massive volumes of data from multiple sources and systems into enterprise analytics platforms Proven ability to design and optimize queries to build scalable, modular, efficient data pipelines Ability to work across structured, semi-structured, and unstructured data, extracting information and identifying linkages across disparate data sets Proven experience delivering production-ready data engineering solutions, including requirements definition, architecture selection, prototype development, debugging, unit-testing, deployment, support, and maintenance Ability to operate with a variety of data engineering tools and technologies vendor agnostic candidates preferred Thanks Sreenivasa.B",Data Scientist,"Chicago, IL",4.0,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Computer Resource Solutions
4.7",-1,-1,-1,-1,"Data Scientist Duration 6+ month contract Location Chicago, IL 60601 Rate 40-47hr Summary Looking for a healthcare Data Scientist with strong Python skills. Duties and Responsibilities This role requires a unique blend of deep technical ability with regards to database skills, ETL systems and excellent visualization skills especially in Tableau, coupled with end customer white glove treatment. Co-creation, definition delivery of major strategic projects will be the norm. The role requires a highly resourceful individual with strong customer presence, self-motivation, and strong technical skills. Develop complex SQL Queries Design and delivery of large-scale, high-performance data transformation and storage systems such as ETL using SSIS Design and delivery of Analytics. Extract, transform and load with Teradata fastload Work heavily with Tableau and other visualization tools Develop technical requirements based on business requirements Define and manage the full development lifecycle to meet client needs Willing to translate business requirements into technical architectures Qualifications Bachelor Degree. 4+ years of demonstrated advance proficiency in SQL development methodologies, R and Python Strong background in Relational Databases (Teradata, Microsoft SQL, Oracle) and strong ETL (Microsoft SSIS) experience Experienced with automation in Python andor R Must possess effective verbal and written communication skills Excellent consulting skills and the ability to work effectively with clients and team members Ability to translate business requirements into technical solutions Proficient in Microsoft Office (Word, Excel, Outlook, PowerPoint) 4-6 year experience using Tableau 4-6 year experience using SSIS MBA, Master Data Management (MDM), MS in Computer Science or Information Systems, or other advanced technical degree preferred Extensive knowledge in Tableau and ETL in SSIS Extensive knowledge in Tableau, R, Python and ETL in SSIS and other analytical tools Health Insurance industry experience Experience with project management",Healthcare Data Scientist,"Chicago, IL",4.7,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
Medix IT Staffing Solutions,-1,-1,-1,-1,"Data Scientist 6 Month Contract to hire Elmhurst, IL Not able to provide sponsorship for now or in the future One of Medix's top ranked clients is one of the leading healthcare systems within the Chicagoland area. Our client is looking to add a Data Scientist to their team due to growth. This individual will be responsible for collecting, cleansing, and creating models and reports of company's data. This individual will work out of their western suburbs location. This opportunity includes a competitive compensation package including medical, dental, visual benefits, remote capability, 401k and PTO options. This also includes free parking and a business casual environment. Responsibilities include Perform highly strategic and complex analysis and develop tools to support company's goals Collect, cleanse, and distribute data to optimize company future growth Provide new insights into businesses through statistical analysis, data mining, data visualization, and to create solutions Work heavily within SQL Work with SAS, ETL, data processing, programming and data analytics Work with BI tools including PowerBI or Tableau Utilize Python programming language Research and develop statistical learning models for data analysis Collaborate with product management and engineering departments to understand company needs and devise possible solutions Communicate results and ideas to key decision makers Implement new statistical or other mathematical methodologies as needed for specific models or analysis Requirements Minimum of 7 years of experience working as a Data Scientist extracting data, processing, and performing data analytics Strong data capturing experience with SQL Previous exposure in PowerBI or Tableau Previous SAS, Python, R, or Java programming language experience Healthcare exposure (Bonus) Ability to present findings, models, tables, presentations to stakeholders, executives, upper management",Data Scientist,"Elmhurst, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,-1
Blue Orange Digital,-1,-1,-1,-1,"This role is contract to hire.

Blue Orange Digital is looking for a Machine Learning Engineer to join our awesome multi-disciplinary team. We build data analytics platforms for our clients that incorporate machine learning to solve business problems. Blue Orange Digital works across multiple industries, this role provides an exciting set of experiences across a wide range of domains.

Your primary focus will be the architecting and developing systems that include data ingestion, data processing, algorithm development, and ML model development & deployment. Major technologies involved include AWS, Python 3, Spark, Pandas, Tensorflow. The ideal candidate for this position has a mixture of experience in Machine Learning model development, Cloud Engineering, and Data Engineering.

Core Responsibilities & Skills
Architecting, building and maintaining modern, scalable data architectures on AWS
Solving problems using Machine Learning and delivering ML solutions all the way to production
Building resilient ETL pipelines using workflow orchestration tools such as Airflow, Prefect, Luigi
Data exploration, analysis, and reporting with an eye towards developing a narrative using Notebooks.
Demonstrable experience in one or more of the following specializations: NLP, pattern detection, anomaly detection, predictive modeling, and optimization
Qualifications
BA/BS degree in Computer Science or a related technical field, or equivalent practical experience.
Advanced experience in Python with an excellent understanding of computer science fundamentals, data structures, and algorithms
Experience in Amazon AWS, DevOps and Automation
Experience with distributed machine learning using tools like Dask, Tensorflow, Kubeflow
Enjoys collaborating with other engineers on architecture and sharing designs with the team
Interacts with others using sound judgment, good humor, and consistent fairness in a fast-paced environment",Data Scientist (Remote) (REMOTE),"Chicago, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,-1
"Maven Wave Partners
4.4",-1,-1,-1,-1,"Who We Are!

At Maven Wave, we are relentless in hiring the industry’s top talent. Each employee is hand-picked not only for their skills, but for their personality and broad expertise. We are looking for this rare combination of talent that sets us apart in the industry.

Maven Wave helps leading companies make the shift to digital and shorten the fuse to innovation. We combine the expertise of top-tier consulting with the agility of a cutting-edge technology firm. This multidisciplinary blend of skills allows us to create unique digital advantages for our clients. Maven Wave’s digital solutions are agile, mobile, rooted in analytics, and built in the cloud.


Maven Wave, Google, and YOU: Drive and deliver business results with data-based insights.

We are looking for a Data Scientist who will utilize their analytical, statistical, and programming skills to develop data-driven solutions to complex business challenges.


Your Life As a Maven:
Leverage company data to drive business solutions for enterprise clients using R and Python.
Perform data collection for Data Science operations including Machine Learning.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes.
Assess Model accuracy using common metrics (AUC, F1, etc.) and explain the results to client stakeholders.

Your Expertise:
3-5 years of experience manipulating data sets and building statistical models.
Cloud experience in a major platform, such as AWS, GCP, or Azure.
Experience using Data Science languages (R, Python) to manipulate data and draw insights.
Knowledge of a variety of Machine Learning and advanced analytical techniques and their real world advantages/drawbacks.
Familiarity with the following software/tools: Python, C, Java, Jupyter Notebooks, SQL, ML platforms (H2O, DataRobot), distributed data (Map/Reduce, Hadoop), and visualization (Tableau, qikview)

Your X-Factor:
Aptitude - You have an innate capacity to transition from project to project without skipping a beat.
Communication - You have excellent written and verbal communication skills for coordination across projects and teams.
Impact - You are a critical thinker with an emphasis on creativity and innovation.
Passion - You have the drive to succeed paired with a continuous hunger to learn.
Leadership - You are trusted, empathetic, accountable, and empower others around you.
Why We’re Proud To Be Mavens!
Google Cloud North America Services Partner of the Year 2019, 2018
#21 Best Workplaces in Chicago, FORTUNE, 2018
Great Place To Work Certification, Great Place to Work, 2017 & 2018
Fast Fifty, Crain's Chicago Business
101 Best and Brightest Companies to Work For, National Association for Business Resources (NABR)
Top Google Cloud Partner, Clutch
Fastest Growing Consulting Firms in North America (#11, #37), Consulting Magazine
Top IT Services Companies, Clutch
Google Global Rising Star Partner of the Year
Ready to Learn More?
Life as a Maven
Check out the Data Team
See what Glassdoor has to say
Real Customer Stories",Data Scientist,"Chicago, IL",4.4,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"5thColumn
3.8",-1,-1,-1,-1,"Job Description
Job Title: Senior Data Scientist

Job Location: Chicago, IL

Company Overview

We are a fast growing, cyber security company based in Chicago, IL. We gather cyber intelligence from hundreds of places around the world and process billions of records a day to provide data security to our clients who rely on us for next generation cyber threat protection and enterprise data security.

Position Description

The 5thColumn Data Scientist / Data Analyst to support our clients to help deploy Data Lake solutions internally for 5thColumn based in Chicago. This critical role is in support of client’s various teams across the company to identify and solve business challenges utilizing large structured, semi-structured, and unstructured data in a distributed processing environment.

The Data Scientist / Data Analyst role will be directly responsible for the successful support and operations of our customer’s data lake strategy. Communication with customers, vendors and co-workers in a clear and professional manner is an absolute must.

Work will often require direct interaction with team members without direct supervision. You must be able to think on your feet, communicate constantly and professionally, and above all else meet the expectations of our clients.

The ideal candidate will have a passion for technology with good understanding of their applicability to business, a relentless focus on the customer experience and an ability to multitask, assimilate data, make decisions and prioritize complex work while paying attention to the details.

Responsibilities Include:
Develop statistical models to across multiple industries including medical, insurance, and security data but not limited to. Assist in developing internal tools for data analysis against the data lake.
Executes on modeling/machine learning projects effectively
Communicates findings to team and leadership ensure models are well understood and incorporated into business processes
Leverages research and applies state-of-the-art techniques to inform recommendations and decisions.
Works across the enterprise to identify and incubate business use cases.
Manage analytical modeling projects from beginning to end: data selection, cleaning and transformation; model development, implementation and interpretation; and insight application
Find innovative ways to search for meaningful patterns, trends, and relationships amongst large amounts of data and to identify the success measures, analyses and reporting processes that lead to actionable findings
Synthesize complex qualitative and quantitative data to form clear, well-supported, data-driven recommendations for non-technical audiences and present results to internal stakeholders
Work with stakeholders to understand business objectives; translate objectives to define KPIs and goals at the business and campaign level around various products
Advance analytics maturity within the firm by counseling stakeholders on how to extract value from data and make data-driven decisions to improve marketing activities
Required Skills:
5+ years of experience in Information Technology in managing implementing and supporting Data Warehousing as an ETL developer/lead
3 + years in leading ETL programs handling from the beginning of the design and development for complex projects.
Experience in applying analytical models for solving business problems in Networking and Security industry
Ability to work with NoSQL data stores (Cassandra, MongoDB, DynamoDB, etc…)
Proficient in using query languages such as SQL, Hive, Pig etc
Experience with large scale data storage and processing frameworks (e.g., Hadoop, MySQL, Big Table, MapReduce, SAS, AWS Kinesis, AWS Firehose, but not limited too)
Large-scale, distributed systems design and development
Worked on scaling, performance and scheduling and ETL techniques
Knowing how to develop in the following programing languages: Python, C, C++, Java, Ruby on Rails
Implemented data warehouse solution which leveraged ETL jobs from multiple data sources.
Informatica (ETL), and Tableau/Kibana (interactive data visualization) experience is a plus or equivalent tool sets.
Qualifications:
Total 7 to 10 years of experience and minimum 5 years of experience as a data scientist, data analyst, business intelligence analyst, or equivalent roles
University degree in Computer Science, Math, Quantitative Methods, Bayesian statistics, or related fields
Experience developing machine vision, machine learning, or artificial intelligence algorithms/models with state of the art deep learning frameworks
A graduate degree in a field such as math, computer science, statistics, engineering or machine learning, or equivalent experience.
Seasoned Technical Veteran with 5+ years as a data scientist.
Strong knowledge of data analytics and business intelligence visualization tools (e.g., Kibana,Tableau, Qlikview, PowerBI, Domo); Kibana is preferred
Demonstrated skills in coding. Software development experience a plus.
Data mining and data analysis skills with the ability to clearly present complex information in a simple manner, discern business meaning and recommended actions to stakeholders
Knowledge of the theory and practice of machine vision and deep-learning techniques
Ability to develop new concepts and stay current with academic research.
Ability to summarize research and analysis for audiences with varying levels of expertise.
Bachelor’s degree or equivalent experience desirable.
Experience mentoring and developing team members of 10+ people
Vision beyond horizon to establish frameworks and standard building blocks of a future focused team and to help each team member grow.
Ability to champion ambiguous scenarios and challenges
High degree of comfort and ease with ambiguity and uncertainty
Passion for understanding clients vision and business goals
Driven to help organizations innovate via digital products
Natural sense of leadership and ownership - both in project delivery and business development settings
Problem-solver, curious, hands-on mentality
Powered by JazzHR",Senior Data Scientist,"Chicago, IL",3.8,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Capgemini
3.9",-1,-1,-1,-1,"Required Skills and Experience:

You are responsible for data related activities such as data extraction, profiling, cleansing, de-duplication, standardization, conversion, transformation and loading, data mining, warehousing, archiving and reporting. Responsible for all activities required to ensure optimum performance and data integrity of databases in production environments, in line with the requirements. Responsible for server based databases in development and test environments including database software installation, database creation, performance and capacity design, backup and recovery design, security design.
Qualifications: 2-5 years of experience (1 year minimum relevant experience);Bachelor’s Degree.
Should be proficient in Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle and Data Management.
Should have progressing skills in Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.

Role Overview:

Responsible for importing, cleaning, transforming, validating and modeling data with the purpose of understanding and drawing conclusions from data (may be presented in charts, graphs, and/or tables). Also, design and develop relational databases for collecting and storing data and build and design data input and data collection mechanisms.

Qualifications:
3-7 years overall experience, 2 years min relevant experience in the role
Work on Azure Data Lake and help in migrating the existing processes and data from Function DB and other environments to Azure Data Lake.
Strong SQL and Databricks notebook knowledge to create views and develop analysis in datalake.
Experience in building statistical models, scoring of the models and model governance.
Hands-on experience in R/python to perform analysis of business data.
Knowledge of analytics across business functions in Retail/CPG industry

Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

(Includes Data Modeler, Data Miner.) Responsible for importing, cleaning, transforming, validating and modeling data with the purpose of understanding and drawing conclusions from data (may be presented in charts, graphs, and/or tables). Also, design and develop relational databases for collecting and storing data and build and design data input and data collection mechanisms.

Required Skills and Experience:

You are responsible for data related activities such as data extraction, profiling, cleansing, de-duplication, standardization, conversion, transformation and loading, data mining, warehousing, archiving and reporting. Responsible for all activities required to ensure optimum performance and data integrity of databases in production environments, in line with the requirements. Responsible for server based databases in development and test environments including database software installation, database creation, performance and capacity design, backup and recovery design, security design.

• Qualifications: 3 – 7 (2 years min relevant experience in the role), Bachelor’s Degree.

• Should be proficient in Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle and Data Management.

• Should have progressing skills in Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

About Capgemini
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.
Visit us at www.capgemini.com. People matter, results count.",Data Scientist - Consultant,"Chicago, IL",3.9,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"GlobalSource IT
4.0",-1,-1,-1,-1,"GlobalSource IT has a new Direct Client's need in the Chicago, IL area for a unique Sr. Data EngineerScientist. This opportunity is for a Senior resource who can help align the business teams' requests for specific data-centric reports that require an analytical engineer who can dig into multiple sources or data points to provide new or complex data reports. This role will be a mix of Senior level Data Engineering to findcreate the SQL Models, Queries, or Procedures but a deep thinker of analytics to pull the right data. This will be a Manufacturing environment using SAP Hana Databases and experience with BOBJ (or a similar tool) is preferred. Our client is targeting candidates interested in contract-to-hire. Must have 8+ years of experience in Data Engineering or Data Analyst positions Ability to connect with multiple Business Teams or Management to dive into complex data-driven requests Experience creating Data Modeling, Scripts, or Procedures in support of all business requests A strong analytical background and critical thinker is required to find non-specific requirements at times (uncover the true root) Experience with SAP Hana Databases or Business Objects is a preference Candidates must be local to the Chicago area. Must have excellent communication skills. If you're interested in this opportunity, please send an Updated Resume (WORD) and Expected Rate (All-Inclusive)",Data Scientist,"Rosemont, IL",4.0,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
Accenture Contractor Jobs,-1,-1,-1,-1,"Organization: Accenture Federal ServicesLocations: Washington, DCWe are:People who use data to solve hard problems. Including ones that did not exist a few years ago. We believe a mix of data, analytics, automation and responsible AI can widen the range of what humans can do and improve American democracy. As a consultant to federal agencies, we change how our country operates. By providing the right training and tools, we encouraged our people to go outside their comfort zone. Want to join our crew of sharp analytical minds?You are:More than a data and statistics expert. You are the applied intelligence expert. You are confident working on design algorithms and large-scale statistical models. You want to help your client deliver faster and better services to U.S. citizens and improve people's quality of life where it matters most.The work:* Work with clients to create questions and define technology opportunities* Drive the exploration of data sources and analytic techniques to create new modeling approaches* Work with large data sets to solve complex problems* Apply statistical methods to develop analytic models* Lead and oversee teams to solve clients' solutions",Federal - Data Scientist ++++++++++++++,"Chicago, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,-1
"Seen by Indeed
5.0",-1,-1,-1,-1,"With one application you can be considered for thousands of tech roles from leading companies on Seen.

Seen by Indeed is a free service that connects you to opportunities that take you further in your career.
Join today to be seen and make your mark in your next tech role.
With just one application, we'll show you off to hundreds of employers once your profile is approved.
Seen matches you to opportunities based off where you've been and where you want to go in your career.
Talk to career coaches for free to help you set your best foot forward whether it be during the interview process or during a promotion.

By creating an account, you agree to Indeed's Terms of Service, Cookie Policy and Privacy Policy.",Data Scientist,"Chicago, IL",5.0,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
FNA,-1,-1,-1,-1,"Job Description
Location: remote from Chicago

Who is FNA?

FNA is a fast-growing, deep technology analytics company and leader in Supervisory Technology (SupTech) and Regulatory Technology (RegTech). The FNA Platform allows analysts and data scientists to map and monitor complex financial networks and to simulate operational and financial risks. FNA’s clients include the world’s largest central banks, financial market infrastructures, leading financial institutions and government agencies

Make an impact on the global stage!

Apply your curiosity of machine learning and network science for the betterment of all and help us make the financial system safer and more efficient. You’ll help the world's largest and most influential financial institutions by delivering solutions to some of their topmost predicaments. Join a selective team of brilliant data scientists who challenge the status quo daily and are quietly pushing forward the bleeding edge of analytics with our advanced graphing platform.

We’re looking for Data Scientists who enjoy autonomy and working remotely with some travel to interface with clients for implementations, training and use case exploration. You consider Advanced Analytics, Machine Learning, Artificial Intelligence, Big Data, Business Intelligence, and Data Visualization your playground. You have hands-on experience delivering successful projects and solutions to customers In-Cloud and On-premise installations. This role will be an integral part of the Data Science team, working to accelerate the development of our software capabilities while implementing and delivering successful solutions for globally important institutions in North and South America.

What are the benefits of joining FNA?
Contributing to FNA’s mission of making our global financial system safer and more efficient
Opportunity to expand your career with additional duties and job titles as the company grows
Being part of a high-growth technology company developing and implementing the next generation of analytics solutions that is changing how businesses analyze their data
Being part of a team of collaborative, brilliant, passionate, hard-working & humble colleagues who embrace working from anywhere there is a solid internet connection
Entrepreneurial spirit at every level of the company
Fully supportive of your personal and professional growth with a £1k/yr annual stipend for continuing education
Twice per year company trips to very cool locations for all team off-sites
You will own projects from end to end, stamp your name to important work and document use cases in technical reports, white papers, etc.
Publish! Publish papers stemming from your projects at FNA
Key Areas of Responsibility:
Using the FNA platform and scripting language, identify hidden behavioural patterns and interconnections in large datasets, helping to create breakthrough solutions, performing exploratory and targeted data analyses as part of quantitative services engagements or proof of concepts. This will be achieved both remotely and on-site with clients
With time, the Data Scientist will be customer facing to develop and present customer specific use cases clearly and concisely, communicate analyses, recommendations, status and results to existing customers and prospects at business management and executive level
You will be heavily involved in the research and development of new use-cases, either as part of our product road-map or based on specific customer requirements
Partner with cross-functional teams to solve business problems at scale and identify trends/opportunities for the customers
Customer Excellence - Effectively help to resolve relevant customer support requests in a professional and timely manner
Required profile:
The right candidates will have experience and knowledge of Machine Learning concepts and will be allowed the freedom to explore new concepts to help develop future products
You’ve executed in highly complex situations, delivered measurable business value, and exhibit strategic business acumen
Must have 2+ years commercial experience as a Data Scientist
2+ years experience with machine learning and predictive modeling within large datasets
2+ years experience with R/Python/MatLab/SQL or similar
Experience on projects applying network science/graph analytics
The right candidate will be naturally inquisitive, analytical and have good attention to detail. You should have the ability to communicate technical findings to non-technical personnel and not be afraid to present creative, data-driven ideas to stakeholders
Passion and curiosity for what is happening within RegTech/FinTech/SupTech, Big Data, Graph Databases, Data Analysis and especially Graph Analytics
You like to get things done with speed and efficiency
Business level written and spoken English is a minimum
Ability to travel approximately 25% of the time (Domestic and International)
Nice To Haves:
MS or PhD level qualification in mathematics, statistics, physics, engineering or related applied quantitative field
Bi-lingual business-level language capability
Powered by JazzHR",Data Scientist Advanced Analytics,"Chicago, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
1871 Member Companies,-1,-1,-1,-1,"Accentedge, a leading data science company based in 1871 Chicago, http://www.accentedge.ai, is conducting a search for up to 10 Data Scientists for its predictive analytics, cybersecurity, and cloud projects on a remote work basis.

• Role requires project management and research experience.

• Intermediate to Expert level of experience with Python strongly desired.

• Must be extremely comfortable with the following:

o Interacting with dashboards

o Working with large datasets of structured and unstructured data

o Data Reporting

o Using Tableau and other visualization tools

o Understanding reporting requirements and structural hierarchies for reporting in a collaborative environment

o Working independently

o Working on multiple projects

• Experience with graphic and visuals for storytelling with data/data reporting for executives and senior leaders is a huge plus

Requirements

• Comfort with data- structured and unstructured

• Survey design experience

• experience with hands on deploying and managing survey/measurement related projects people/employee data analysis/modeling experience people analytics experience is a plus

• Data visualization /graphic design for data reporting/storytelling experience is a HUGE plus

• Comfort/experience with data analysis tools/programming language Python.

Desired Qualifications:

• Experience with Python programming.

• Experience with Tableau -must be comfortable building out dashboards, creating visualizations, working with complex structured and unstructured data in Tableau or similar tools.

• Experience creating dashboards and reporting data in a clear and structured way using tools/code such as Python, and SQL.",REMOTE Data Scientist - Accentedge,"Chicago, IL",-1,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,-1
